fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol_scaled,volatile_scaled,sulphates_scaled,citric_acid_scaled,alc_minus_volatile_scaled
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,0.32307692307692304,0.21232876712328763,0.2275449101796407,0.42,0.11074815595363541
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5,0.13846153846153864,0.3835616438356165,0.10179640718562874,0.0,-0.24510010537407784
6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,0.13846153846153864,0.3287671232876712,0.1437125748502994,0.18,-0.19030558482613258
7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5,0.18461538461538463,0.5684931506849314,0.13772455089820365,0.03,-0.3838777660695468
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,0.12307692307692308,0.3835616438356165,0.4491017964071857,0.02,-0.2604847207586934
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,0.24615384615384617,0.2808219178082192,0.13772455089820365,0.04,-0.03466807165437302
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,0.15384615384615397,0.3287671232876712,0.09580838323353294,0.26,-0.17492096944151725
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5,0.15384615384615397,0.32191780821917804,0.09580838323353294,0.26,-0.16807165437302407
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5,0.1692307692307693,0.3493150684931507,0.17365269461077845,0.48,-0.1800842992623814
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,0.2769230769230768,0.3561643835616438,0.1137724550898204,0.1,-0.07924130663856699
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4,0.0923076923076922,0.2945205479452055,0.08982035928143708,0.03,-0.2022128556375133
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,6,0.3076923076923077,0.3493150684931507,0.1317365269461078,0.07,-0.041622760800842984
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,5,0.1692307692307693,0.40068493150684925,0.754491017964072,0.24,-0.23145416227607996
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,4,0.10769230769230775,0.523972602739726,0.0,0.03,-0.41628029504741826
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,0.12307692307692308,0.2054794520547945,0.16766467065868265,0.17,-0.08240252897787143
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,0.12307692307692308,0.2054794520547945,0.16766467065868265,0.17,-0.08240252897787143
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,0.476923076923077,0.3424657534246575,0.1437125748502994,0.05,0.1344573234984195
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,0.1692307692307693,0.1780821917808219,0.08383233532934128,0.21,-0.008851422550052612
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,0.1692307692307693,0.2602739726027397,0.2694610778443114,0.04,-0.09104320337197042
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,0.1692307692307693,0.1780821917808219,0.08383233532934128,0.21,-0.008851422550052612
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,0.32307692307692304,0.273972602739726,0.16766467065868265,0.42,0.04910432033719703
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,0.18461538461538463,0.4691780821917808,0.13772455089820365,0.0,-0.2845626975763962
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,0.1692307692307693,0.33561643835616434,0.155688622754491,0.14,-0.16638566912539504
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,0.1692307692307693,0.33561643835616434,0.155688622754491,0.14,-0.16638566912539504
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5,0.13846153846153864,0.33561643835616434,0.4131736526946108,0.49,-0.1971548998946257
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5,0.13846153846153864,0.41780821917808214,0.1137724550898204,0.02,-0.2793466807165435
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,0.13846153846153864,0.33561643835616434,0.1497005988023952,0.2,-0.1971548998946257
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,0.13846153846153864,0.3424657534246575,0.1497005988023952,0.21,-0.20400421496311888
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5,0.19999999999999996,0.13013698630136986,0.1197604790419162,0.57,0.0698630136986301
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5,0.12307692307692308,0.18493150684931509,0.1317365269461078,0.48,-0.061854583772392
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5,0.19999999999999996,0.40068493150684925,0.09580838323353294,0.1,-0.2006849315068493
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,0.1692307692307693,0.2602739726027397,0.1317365269461078,0.33,-0.09104320337197042
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,5,0.1692307692307693,0.25342465753424653,0.1317365269461078,0.32,-0.08419388830347724
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,0.15384615384615397,0.2602739726027397,0.17365269461077845,0.35,-0.10642781875658575
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,0.2153846153846155,0.17123287671232873,0.17365269461077845,0.25,0.04415173867228678
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,5,0.1692307692307693,0.3493150684931507,0.16766467065868265,0.12,-0.1800842992623814
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,0.19999999999999996,0.2945205479452055,0.1317365269461078,0.21,-0.09452054794520554
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,0.19999999999999996,0.2945205479452055,0.1317365269461078,0.21,-0.09452054794520554
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5,0.15384615384615397,0.32191780821917804,0.125748502994012,0.33,-0.16807165437302407
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,0.2769230769230768,0.3150684931506849,0.155688622754491,0.3,-0.03814541622760809
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,0.2615384615384615,0.1232876712328767,0.38323353293413176,0.6,0.1382507903055848
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7,0.7076923076923076,0.48972602739726023,0.31137724550898205,0.08,0.2179662802950474
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,0.4615384615384617,0.6643835616438356,0.059880239520958084,0.06,-0.20284510010537393
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7,0.2923076923076924,0.136986301369863,0.2934131736526946,0.47,0.15532139093782937
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,5,0.13846153846153864,0.17123287671232873,0.41916167664670667,0.48,-0.032771338250790094
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5,0.1692307692307693,0.2602739726027397,0.27544910179640725,0.11,-0.09104320337197042
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5,0.12307692307692308,0.2054794520547945,0.1317365269461078,0.35,-0.08240252897787143
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,0.12307692307692308,0.21232876712328763,0.13772455089820365,0.36,-0.08925184404636455
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,0.36923076923076925,0.1232876712328767,0.26347305389221565,0.74,0.24594309799789255
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,0.36923076923076925,0.1232876712328767,0.26347305389221565,0.74,0.24594309799789255
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5,0.13846153846153864,0.30821917808219174,0.1197604790419162,0.31,-0.1697576396206531
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,0.15384615384615397,0.2191780821917808,0.2035928143712575,0.28,-0.06533192834562684
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,7,0.32307692307692304,0.1232876712328767,0.3293413173652695,0.58,0.19978925184404633
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,0.6153846153846154,0.2808219178082192,0.3173652694610779,0.6,0.33456269757639623
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,0.24615384615384617,0.41438356164383555,0.13772455089820365,0.24,-0.16822971548998938
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6,0.2769230769230768,0.2191780821917808,0.2035928143712575,0.64,0.05774499473129602
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,0.2615384615384615,0.30821917808219174,0.059880239520958084,0.26,-0.04668071654373024
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,0.2153846153846155,0.4212328767123288,0.2275449101796407,0.08,-0.20584826132771328
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,0.32307692307692304,0.25342465753424653,0.2574850299401198,0.49,0.0696522655426765
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5,0.40000000000000013,0.3458904109589041,0.1437125748502994,0.16,0.05410958904109603
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,0.10769230769230775,0.41438356164383555,0.1317365269461078,0.22,-0.3066912539515278
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,0.19999999999999996,0.25342465753424653,0.125748502994012,0.19,-0.05342465753424658
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5,0.1692307692307693,0.2808219178082192,0.1616766467065868,0.33,-0.1115911485774499
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,6,0.15384615384615397,0.15068493150684933,0.155688622754491,0.37,0.0031612223393046313
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5,0.15384615384615397,0.2808219178082192,0.1437125748502994,0.26,-0.12697576396206522
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,0.1692307692307693,0.33561643835616434,0.1616766467065868,0.04,-0.16638566912539504
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,0.24615384615384617,0.3595890410958904,0.1616766467065868,0.25,-0.11343519494204424
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4,0.3076923076923077,0.3527397260273972,0.1437125748502994,0.36,-0.04504741833508952
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,0.32307692307692304,0.21232876712328763,0.1497005988023952,0.25,0.11074815595363541
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,0.1692307692307693,0.32191780821917804,0.7664670658682636,0.5,-0.15268703898840874
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,0.2153846153846155,0.47945205479452047,0.17964071856287425,0.14,-0.26406743940990496
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,0.32307692307692304,0.21232876712328763,0.1497005988023952,0.25,0.11074815595363541
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,0.40000000000000013,0.273972602739726,0.10179640718562874,0.25,0.12602739726027412
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,0.5846153846153845,0.2465753424657534,0.17365269461077845,0.04,0.3380400421496311
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,0.23076923076923084,0.1780821917808219,0.1137724550898204,0.06,0.05268703898840893
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,0.18461538461538463,0.17123287671232873,0.2215568862275449,0.2,0.013382507903055896
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,0.40000000000000013,0.273972602739726,0.10179640718562874,0.25,0.12602739726027412
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,0.0923076923076922,0.6027397260273972,0.1317365269461078,0.09,-0.510432033719705
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,0.0923076923076922,0.3493150684931507,0.1497005988023952,0.0,-0.2570073761854585
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,0.0923076923076922,0.3493150684931507,0.1497005988023952,0.0,-0.2570073761854585
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6,0.12307692307692308,0.3595890410958904,0.1497005988023952,0.0,-0.23651211801896732
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,0.0923076923076922,0.3493150684931507,0.1497005988023952,0.0,-0.2570073761854585
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,0.0923076923076922,0.6027397260273972,0.1317365269461078,0.09,-0.510432033719705
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,0.13846153846153864,0.3527397260273972,0.4550898203592816,0.37,-0.2142781875658586
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,0.3846153846153846,0.1780821917808219,0.2275449101796407,0.56,0.20653319283456267
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,0.2153846153846155,0.3150684931506849,0.09580838323353294,0.1,-0.0996838777660694
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,0.12307692307692308,0.06164383561643835,0.3053892215568863,0.44,0.06143308746048473
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,0.12307692307692308,0.06164383561643835,0.3053892215568863,0.44,0.06143308746048473
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,0.23076923076923084,0.3698630136986301,0.3772455089820359,0.0,-0.13909378292939928
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,0.1692307692307693,0.3835616438356165,0.1137724550898204,0.07,-0.21433087460484718
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,0.13846153846153864,0.3287671232876712,0.07185628742514968,0.17,-0.19030558482613258
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,0.2153846153846155,0.2808219178082192,0.08982035928143708,0.06,-0.06543730242360368
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,0.23076923076923084,0.3698630136986301,0.3772455089820359,0.0,-0.13909378292939928
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,0.24615384615384617,0.136986301369863,0.2694610778443114,0.44,0.10916754478398316
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,0.23076923076923084,0.3287671232876712,0.2215568862275449,0.0,-0.09799789251844038
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,0.32307692307692304,0.15753424657534243,0.1197604790419162,0.48,0.1655426765015806
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,0.1692307692307693,0.4486301369863014,0.155688622754491,0.42,-0.2793993677555321
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,0.23076923076923084,0.3287671232876712,0.2215568862275449,0.0,-0.09799789251844038
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,0.13846153846153864,0.30821917808219174,0.1437125748502994,0.23,-0.1697576396206531
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,0.12307692307692308,0.15068493150684933,0.17365269461077845,0.37,-0.02760800842992625
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,0.12307692307692308,0.39383561643835613,0.2035928143712575,0.0,-0.27075869336143304
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,0.15384615384615397,0.19863013698630133,0.5568862275449102,0.76,-0.044783983140147365
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,0.32307692307692304,0.13013698630136986,0.281437125748503,0.47,0.19293993677555318
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,0.13846153846153864,0.14383561643835616,0.1916167664670659,0.23,-0.005374077976817521
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,0.15384615384615397,0.5856164383561643,0.1616766467065868,0.04,-0.4317702845100103
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,0.24615384615384617,0.273972602739726,0.1437125748502994,0.03,-0.027818756585879845
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,0.13846153846153864,0.17123287671232873,0.2035928143712575,0.23,-0.032771338250790094
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,0.3846153846153846,0.30136986301369867,0.32335329341317365,0.49,0.08324552160168591
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,0.2769230769230768,0.0958904109589041,0.2335329341317365,0.52,0.18103266596417272
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,0.2153846153846155,0.5136986301369862,0.2335329341317365,0.0,-0.29831401475237074
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,0.676923076923077,0.15753424657534243,0.3173652694610779,0.46,0.5193888303477345
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,0.15384615384615397,0.2876712328767123,0.34730538922155696,0.04,-0.13382507903055835
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,0.2615384615384615,0.0410958904109589,0.38323353293413176,0.51,0.2204425711275026
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,0.3538461538461537,0.2910958904109589,0.2035928143712575,0.06,0.0627502634351948
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,0.2615384615384615,0.0410958904109589,0.38323353293413176,0.51,0.2204425711275026
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,0.2615384615384615,0.17123287671232873,0.2694610778443114,0.58,0.09030558482613277
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,0.15384615384615397,0.40753424657534243,0.18562874251497005,0.2,-0.25368809272918846
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,0.15384615384615397,0.363013698630137,0.26347305389221565,0.18,-0.20916754478398303
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,0.3538461538461537,0.2910958904109589,0.2035928143712575,0.06,0.0627502634351948
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,0.15384615384615397,0.2876712328767123,0.34730538922155696,0.04,-0.13382507903055835
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,0.2615384615384615,0.0410958904109589,0.38323353293413176,0.51,0.2204425711275026
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,0.6461538461538461,0.136986301369863,0.2934131736526946,0.45,0.5091675447839831
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,0.32307692307692304,0.1917808219178082,0.26347305389221565,0.32,0.13129610115911483
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,0.13846153846153864,0.0958904109589041,0.2934131736526946,0.44,0.04257112750263453
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,0.23076923076923084,0.10273972602739725,0.4491017964071857,0.68,0.12802950474183358
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,0.10769230769230775,0.273972602739726,0.1437125748502994,0.12,-0.16628029504741826
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,0.32307692307692304,0.1917808219178082,0.26347305389221565,0.32,0.13129610115911483
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,0.2153846153846155,0.32191780821917804,0.2275449101796407,0.07,-0.10653319283456253
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,0.2153846153846155,0.32191780821917804,0.2275449101796407,0.07,-0.10653319283456253
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,0.2923076923076924,0.226027397260274,0.2574850299401198,0.55,0.06628029504741839
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,0.2923076923076924,0.1917808219178082,0.2215568862275449,0.12,0.10052687038988417
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,0.33846153846153837,0.273972602739726,0.3173652694610779,0.09,0.06448893572181236
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,0.12307692307692308,0.2054794520547945,0.37125748502994016,0.53,-0.08240252897787143
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,0.33846153846153837,0.273972602739726,0.3173652694610779,0.09,0.06448893572181236
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5,0.32307692307692304,0.0547945205479452,0.2275449101796407,0.48,0.26828240252897784
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,0.2923076923076924,0.2945205479452055,0.18562874251497005,0.23,-0.0022128556375131114
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,0.2615384615384615,0.1643835616438356,0.1616766467065868,0.25,0.09715489989462589
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,0.1692307692307693,0.15068493150684933,0.28742514970059885,0.52,0.01854583772391996
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,0.1692307692307693,0.2602739726027397,0.18562874251497005,0.46,-0.09104320337197042
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,0.23076923076923084,0.48630136986301364,0.1137724550898204,0.37,-0.2555321390937828
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,0.18461538461538463,0.3493150684931507,0.2395209580838323,0.06,-0.16469968387776607
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,0.19999999999999996,0.363013698630137,0.281437125748503,0.02,-0.16301369863013704
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,0.18461538461538463,0.3767123287671233,0.2275449101796407,0.06,-0.19209694415173867
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,0.3538461538461537,0.2808219178082192,0.155688622754491,0.06,0.07302423603793451
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,0.2615384615384615,0.0410958904109589,0.18562874251497005,0.48,0.2204425711275026
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,0.24615384615384617,0.40068493150684925,0.2335329341317365,0.12,-0.15453108535300308
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5,0.1692307692307693,0.3767123287671233,0.125748502994012,0.12,-0.207481559536354
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5,0.12307692307692308,0.363013698630137,0.1137724550898204,0.6,-0.2399367755532139
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,0.13846153846153864,0.2808219178082192,0.155688622754491,0.48,-0.14236037934668055
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,0.15384615384615397,0.3424657534246575,0.1137724550898204,0.32,-0.18861959957850355
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,0.1692307692307693,0.19863013698630133,0.17365269461077845,0.42,-0.029399367755532035
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,0.1692307692307693,0.21232876712328763,0.17964071856287425,0.44,-0.043097997892518336
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,0.1692307692307693,0.11643835616438356,0.1197604790419162,0.38,0.05279241306638574
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,0.13846153846153864,0.2808219178082192,0.155688622754491,0.48,-0.14236037934668055
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,0.15384615384615397,0.2808219178082192,0.125748502994012,0.24,-0.12697576396206522
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,0.1692307692307693,0.2328767123287671,0.17964071856287425,0.31,-0.06364594309799781
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,0.15384615384615397,0.23972602739726023,0.1197604790419162,0.3,-0.08587987355110627
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,0.40000000000000013,0.1643835616438356,0.2095808383233533,0.29,0.23561643835616453
